Column1;Row.names;short_id;date2;rhino;species;sample_type;rhino_sex;rhino_origin;rhino_age;sample_id;days_boma;dw;pairing_day;day_exp;dung_rhino;dung_sex;dung_origin;pairing_sex;pairing_origin;pairing_id; 6-Methyl-2-heptanone; Cyclosativene;(-)-?-Citronellene;1,3-Hexadiene, 3-ethyl-2,5-dimethyl-;1,5,9-Decatriene, 2,3,5,8-tetramethyl-;1,6-Octadiene, 5,7-dimethyl-;1,7-Dimethyl-4-(1-methylethyl)cyclodecane;1-Hexadecanol;2,2-Diethylacetamide;2,6-Dimethyldecane-;2- Octene(Z)-;2-Octene, 3,7,-dimethyl-, (Z)-;4-Nonanone, 7-ethyl-;4a,8-Dimethyl-2-(prop-1-en-2-yl)-1,2,3,4,4a,5,6,7-octahydronaphtalane;5-Hepten-2-one, 6-methyl-;9,12-Tetradecadien-1-ol, (Z,E)-;Aromandendrene;Caryophyllene;Copaene;Decane;Decane, 2,6,6-trimethyl-;Dodecane;Ethane, 1,1-diethoxy-;Ethylbenzene;Farnesan;Humulene;Isobutyl isothiocyanate;Mesitylene;Nonadecane;Octadecane;Tetradecane;Tridecane;Undecane;cis-Verbenyl acetate ;n-Hexadecanoic acid;p-Menthen-2-ol;?-Muurolene;shannon_diversity;rhino_ordered
151;MsFa2;MsFa2;1/8/2024;Mshanelo;Diceros_bicornis;Experiment;m;Ithala;6;I153-39;39;863;2;2;FatAmy;f;Manyoni;mf;It_Ma;Msh_FatA;0;4.14975E+14;0;1.02837E+14;1.26505E+14;1.00202E+14;0;0;0;5.03072E+14;0;1.33364E+14;0;0;3.92854E+14;7.57291E+14;0;4.46185E+14;9.22529E+14;4.22258E+14;2.19472E+14;5.97894E+14;0;0;2.8897E+13;0;1.26701E+14;2.00182E+13;0;0;5.71287E+14;0;6.37206E+14;0;0;1.69413E+14;0;2.78234E+13;Mshanelo
152;MsFa3;MsFa3;2/8/2024;Mshanelo;Diceros_bicornis;Experiment;m;Ithala;6;I153-40;40;10168;3;3;FatAmy;f;Manyoni;mf;It_Ma;Msh_FatA;0;1.26267E+14;0;3.46546E+14;1.21193E+14;2.97874E+14;0;0;0;0;2.02949E+14;9.11586E+14;0;0;1.18635E+14;5.49832E+14;0;1.19368E+14;3.54733E+14;0;0;5.8081E+13;1.73574E+14;0;7.58403E+14;0;1.97467E+14;2.2732E+14;0;0;0;0;8.37589E+14;0;0;2.11319E+14;0;2.68657E+14;Mshanelo
153;MsJo7;MsJo7;6/8/2024;Mshanelo;Diceros_bicornis;Experiment;m;Ithala;6;I153-44;44;8694;1;7;Joko;f;Ithala;mf;It_It;Msh_Joko;0;3.55792E+14;0;2.09718E+14;7.59467E+14;2.10001E+14;0;0;0;0;1.14001E+14;7.97009E+14;0;0;0;4.08839E+14;0;3.11908E+14;6.10616E+14;2.7921E+14;0;4.51509E+13;7.95391E+13;0;3.08755E+14;0;1.68502E+14;1.36261E+14;0;0;0;2.13809E+14;5.37873E+14;0;0;1.67086E+14;0;2.65792E+14;Mshanelo
154;MsJo8;MsJo8;7/8/2024;Mshanelo;Diceros_bicornis;Experiment;m;Ithala;6;I153-45;45;9367;2;8;Joko;f;Ithala;mf;It_It;Msh_Joko;0;1.35712E+14;0;6.40367E+14;1.99528E+14;3.99465E+14;0;0;4.75749E+14;5.7682E+14;1.99242E+14;1.51023E+14;0;0;0;1.44441E+14;0;3.40529E+14;3.77133E+14;8.09972E+13;0;1.42882E+14;2.0619E+14;0;1.08916E+14;2.76318E+14;6.40621E+14;2.25046E+14;5.72837E+13;0;0;7.02301E+14;1.43907E+14;0;0;3.37361E+13;0;2.80947E+14;Mshanelo
155;MsJo9;MsJo9;8/8/2024;Mshanelo;Diceros_bicornis;Experiment;m;Ithala;6;I153-46;46;10381;3;9;Joko;f;Ithala;mf;It_It;Msh_Joko;0;1.98808E+14;0;7.45269E+14;1.43075E+14;4.78043E+14;0;0;0;0;2.18889E+14;1.66963E+14;0;1.71714E+13;1.41498E+14;1.0642E+14;0;2.97789E+14;5.01585E+14;0;0;8.06438E+14;1.97361E+14;0;1.18832E+14;0;3.52531E+14;2.13135E+14;0;0;2.04781E+14;4.04367E+14;9.15891E+14;0;3.18334E+14;2.22248E+14;0;2.80544E+14;Mshanelo
156;MsMp13;MsMp13;12/8/2024;Mshanelo;Diceros_bicornis;Experiment;m;Ithala;6;I153-50;50;9705;1;13;Mpilo;m;Mpilo;mm;It_Mp;Msh_Mpil;0;1.19788E+14;0;3.05772E+14;1.15036E+14;2E+14;0;0;0;0;0;1.75151E+14;0;0;0;8.12963E+14;0;2.13973E+14;2.58866E+14;0;0;6.53879E+14;0;0;7.66968E+14;2.18348E+14;1.90575E+14;2.88253E+14;0;0;0;3.58121E+14;5.67093E+14;0;0;7.37253E+14;0;2.57173E+14;Mshanelo
157;MsMp14;MsMp14;13/8/2024;Mshanelo;Diceros_bicornis;Experiment;m;Ithala;6;I153-51;51;10958;2;14;Mpilo;m;Mpilo;mm;It_Mp;Msh_Mpil;0;6.45552E+14;1114637469;2.30719E+14;7.19228E+14;1.86118E+14;0;0;0;0;0;1.24828E+14;0;0;0;6.0584E+14;0;1.43565E+14;2.17775E+14;0;0;5.91828E+13;0;0;4.63931E+14;0;2.32559E+14;1.91238E+14;0;0;0;3.54437E+14;4.67571E+13;0;0;6.8237E+13;0;2.5249E+14;Mshanelo
158;MsMp15;MsMp15;14/8/2024;Mshanelo;Diceros_bicornis;Experiment;m;Ithala;6;I153-52;52;7868;3;15;Mpilo;m;Mpilo;mm;It_Mp;Msh_Mpil;0;1.8478E+14;0;3.8711E+14;2.05786E+13;3.2693E+14;0;0;5.58235E+13;0;1.87702E+14;2.27032E+14;0;0;0;1.31089E+14;0;3.09438E+14;4.90587E+14;0;0;1.33107E+14;2.53327E+14;0;6.75325E+14;2.84374E+14;1.53343E+14;2.75132E+14;0;0;1.50626E+13;6.44677E+14;9.08707E+14;0;0;1.2742E+14;0;2.81426E+14;Mshanelo
159;MsNd10;MsNd10;9/8/2024;Mshanelo;Diceros_bicornis;Experiment;m;Ithala;6;I153-47;47;10021;1;10;Ndlebe;f;Somkhanda;mf;It_So;Msh_Ndle;0;2.79512E+14;0;1.04334E+14;3.48491E+14;7.77326E+14;0;0;0;0;5.42589E+14;2.08161E+14;0;0;0;2.52472E+14;0;6.04425E+13;5.50313E+14;0;0;1.55645E+14;4.34328E+14;0;9.15888E+14;5.90903E+14;6.62556E+14;2.44028E+14;0;0;0;1.06252E+14;1.01221E+13;0;6.5674E+14;2.20938E+14;0;2.67264E+14;Mshanelo
160;MsNd11;MsNd11;10/8/2024;Mshanelo;Diceros_bicornis;Experiment;m;Ithala;6;I153-48;48;10113;2;11;Ndlebe;f;Somkhanda;mf;It_So;Msh_Ndle;0;1.17054E+14;0;2.75968E+13;8.39627E+14;2.81605E+13;0;0;0;0;1.01327E+14;9.72355E+14;0;0;0;5.668E+14;0;2.05796E+14;2.22362E+14;0;0;4.28323E+14;9.5573E+14;0;3.23617E+14;0;2.38746E+14;1.66317E+14;0;0;0;0;4.63323E+14;0;0;2.34826E+14;0;2.55307E+14;Mshanelo
161;MsNd12;MsNd12;11/8/2024;Mshanelo;Diceros_bicornis;Experiment;m;Ithala;6;I153-49;49;9088;3;12;Ndlebe;f;Somkhanda;mf;It_So;Msh_Ndle;0;1.28911E+14;0;4.01923E+14;1.87473E+14;4.57113E+13;0;0;0;0;1.72139E+14;2.87862E+14;0;0;0;1.27706E+14;0;3.36196E+14;3.99377E+14;0;0;8.42072E+14;1.65757E+14;1.03857E+14;8.45735E+14;3.84434E+13;3.58518E+14;3.904E+14;0;0;0;4.1592E+14;7.95069E+14;0;0;1.61245E+14;0;2.73514E+14;Mshanelo
162;MsNs16;MsNs16;15/8/2024;Mshanelo;Diceros_bicornis;Experiment;m;Ithala;6;I153-53;53;7829;1;16;Nsele;m;Ithala;mm;It_It;Msh_Nsel;0;1.16096E+14;3.72946E+14;2.16218E+14;1.2234E+14;1.86939E+14;0;0;0;0;0;7.85823E+13;0;0;0;6.45837E+14;0;2.18165E+14;3.27241E+13;0;0;2.94329E+14;1.38359E+14;0;3.79575E+14;1.77309E+14;3.90486E+14;1.58107E+14;0;0;7.82292E+14;0;0;0;2.63141E+14;8.39946E+13;0;2.59923E+14;Mshanelo
163;MsNs17;MsNs17;16/8/2024;Mshanelo;Diceros_bicornis;Experiment;m;Ithala;6;I153-54;54;7909;2;17;Nsele;m;Ithala;mm;It_It;Msh_Nsel;0;1.79746E+14;1.67078E+14;5.70184E+14;1.84009E+14;3.94652E+14;0;0;0;0;0;1.44498E+14;0;0;3.05856E+14;1.37019E+14;0;2.29842E+14;4.58824E+13;0;0;1.12919E+13;1.2347E+14;0;8.29929E+14;2.08205E+14;3.92649E+14;1.77973E+13;0;0;0;7.04473E+14;8.35634E+13;0;0;0;0;2.66766E+14;Mshanelo
164;MsNs18;MsNs18;17/8/2024;Mshanelo;Diceros_bicornis;Experiment;m;Ithala;6;I153-55;55;8887;3;18;Nsele;m;Ithala;mm;It_It;Msh_Nsel;0;1.24308E+14;0;4.07623E+14;1.55781E+14;2.71109E+14;0;0;0;0;1.83863E+14;1.50747E+14;0;0;0;1.16942E+14;0;1.8657E+14;2.19609E+14;0;0;4.42442E+13;1.54915E+14;0;4.56243E+14;0;5.18698E+14;2.20171E+14;0;0;0;0;4.76212E+14;0;3.50572E+14;9.28182E+13;0;2.59826E+14;Mshanelo
165;MsTh4;MsTh4;3/8/2024;Mshanelo;Diceros_bicornis;Experiment;m;Ithala;6;I153-41;41;8471;1;4;TheRock;m;Thanda;mm;It_Th;Msh_TheR;0;2.45996E+14;0;1.1298E+14;4.2933E+14;8.83468E+14;0;0;0;0;4.00786E+14;5.3896E+14;0;0;0;2.03261E+14;0;2.79343E+14;6.6208E+14;2.9532E+13;0;4.26081E+14;1.01211E+14;0;2.40215E+14;0;1.60209E+13;1.22221E+14;0;0;0;1.58911E+14;4.7341E+14;0;1.97705E+14;1.66781E+14;0;2.69776E+14;Mshanelo
166;MsTh5;MsTh5;4/8/2024;Mshanelo;Diceros_bicornis;Experiment;m;Ithala;6;I153-42;42;9068;2;5;TheRock;m;Thanda;mm;It_Th;Msh_TheR;0;3.70882E+14;0;1.06794E+14;1.15531E+14;1.18507E+14;0;0;0;0;0;9.6074E+14;0;0;0;6.43807E+14;0;3.59768E+14;1.86008E+14;2.18722E+14;0;4.98944E+14;0;0;4.52881E+14;6.44187E+14;0;1.30274E+13;0;0;3.7109E+14;2.56303E+14;5.78048E+14;0;0;4.27847E+14;0;1.351E+14;Mshanelo
167;MsTh6;MsTh6;5/8/2024;Mshanelo;Diceros_bicornis;Experiment;m;Ithala;6;I153-43;43;9059;3;6;TheRock;m;Thanda;mm;It_Th;Msh_TheR;0;7.10168E+14;0;3.04763E+14;8.91296E+13;2.31702E+14;0;0;0;3.32259E+14;6.52434E+13;1.06635E+13;0;0;0;4.78402E+14;0;1.18335E+14;1.81545E+14;4.64068E+14;0;6.7506E+14;1.17367E+14;0;4.26765E+14;0;1.57949E+14;2.07004E+14;0;0;0;0;7.12316E+14;0;0;4.72011E+14;0;2.62094E+14;Mshanelo
178;NdBi16;NdBi16;15/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-50;50;6996;1;16;Billie;f;Thanda;ff;So_Th;Ndl_Bill;0;1.2378E+14;0;6.44101E+14;1.11389E+14;0;2.49907E+14;0;0;0;0;5.015E+14;0;2.14197E+14;0;7.55988E+14;0;3.05961E+14;2.74592E+14;2.90497E+14;0;1.42305E+14;0;0;4.58557E+14;3.04662E+14;0;0;0;0;2.77295E+14;7.59399E+13;9.04704E+14;0;0;0;0;2.49994E+14;Ndlebe
179;NdBi17;NdBi17;16/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-51;51;6235;2;17;Billie;f;Thanda;ff;So_Th;Ndl_Bill;2.41838E+14;2.19454E+14;0;6.38959E+14;1.1763E+14;6.79098E+14;1.86609E+14;2.58325E+14;7.87255E+14;0;0;6.05011E+14;0;2.16872E+14;0;8.27907E+14;0;3.05864E+14;5.00531E+13;2.8837E+14;0;1.53566E+14;0;0;3.29347E+14;2.67346E+14;1.60871E+14;1.62025E+14;0;0;2.61123E+14;6.55579E+13;1.03971E+14;0;2.94696E+13;1.0359E+14;3.49373E+14;2.85446E+14;Ndlebe
180;NdBi18;NdBi18;17/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-52;52;948;3;18;Billie;f;Thanda;ff;So_Th;Ndl_Bill;3.48594E+14;1.75411E+14;0;5.6326E+14;6.59508E+13;0;2.36637E+14;2.97291E+13;0;0;0;5.64812E+14;0;2.23631E+14;0;4.83154E+14;0;1.42267E+14;3.66657E+14;4.27323E+14;0;2.01037E+14;0;0;0;0;2.98678E+14;1.5457E+14;0;0;2.1923E+14;7.53842E+14;1.4082E+14;0;2.29291E+14;1.68245E+14;2.79987E+14;2.70553E+14;Ndlebe
181;NdJo7;NdJo7;6/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-41;41;8905;1;7;Joko;f;Ithala;ff;So_It;Ndl_Joko;0;1.65408E+14;0;1.81948E+14;1.61598E+13;0;0;0;0;0;0;1.07626E+13;0;0;0;8.30096E+14;0;2.01135E+14;4.58371E+14;1.6754E+14;0;1.83183E+14;0;0;7.77984E+14;0;0;1.91753E+14;5.60202E+11;0;3.7185E+14;1.25643E+14;1.57841E+14;0;0;3.00968E+14;0;2.63248E+14;Ndlebe
182;NdJo8;NdJo8;7/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-42;42;10217;2;8;Joko;f;Ithala;ff;So_It;Ndl_Joko;0;5.68061E+14;0;1.03881E+14;3.5293E+14;0;0;0;0;0;0;2.33789E+14;0;0;0;1.39358E+14;0;9.16603E+14;1.87877E+14;1.67479E+14;0;5.73938E+14;0;0;0;7.96911E+14;6.25157E+14;4.90769E+14;0;0;8.65541E+14;2.48608E+14;3.81498E+14;0;0;8.31789E+14;0;2.47654E+14;Ndlebe
183;NdJo9;NdJo9;8/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-43;43;8521;3;9;Joko;f;Ithala;ff;So_It;Ndl_Joko;0;1.1369E+14;0;4.91259E+14;4.05249E+14;4.99838E+14;0;0;3.1858E+14;0;0;8.72764E+14;0;6.67251E+13;5.33196E+14;2.86379E+14;0;1.19898E+14;2.47255E+13;1.78335E+14;0;4.03451E+14;0;0;2.0216E+14;0;1.19214E+14;9.7625E+14;0;0;1.28922E+14;4.28058E+14;3.54307E+14;0;0;2.22745E+14;1.60481E+14;2.76817E+14;Ndlebe
184;NdNs4;NdNs4;3/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-38;38;8377;1;4;Nsele;m;Ithala;fm;So_It;Ndl_Nsel;0;3.68705E+14;0;4.10821E+13;6.17373E+13;3.95926E+14;0;0;0;0;0;2.85582E+14;0;0;5.0827E+14;6.07299E+14;0;4.83563E+14;1.21772E+14;1.78416E+14;0;6.00146E+14;4.48359E+13;0;2.8659E+13;9.52867E+14;0;4.12308E+14;1.96303E+14;0;1.01387E+14;3.13078E+12;4.34201E+14;0;0;4.21849E+13;0;1.31964E+14;Ndlebe
185;NdNs5;NdNs5;4/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-39;39;10146;2;5;Nsele;m;Ithala;fm;So_It;Ndl_Nsel;0;5.90815E+14;3.78603E+14;3.49481E+14;4.25942E+14;3.86844E+14;0;0;0;0;0;3.62448E+14;0;6.30689E+14;0;2.71081E+14;0;1.25691E+14;1.74135E+14;1.46507E+14;0;3.94429E+14;0;0;1.52932E+14;1.41881E+14;0;6.57535E+14;1.05463E+14;0;1.87042E+14;2.26105E+14;3.29304E+14;0;0;1.83428E+14;0;2.64285E+14;Ndlebe
186;NdNs6;NdNs6;5/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-40;40;8417;3;6;Nsele;m;Ithala;fm;So_It;Ndl_Nsel;0;7.48553E+13;0;4.0612E+14;5.00533E+14;5.41345E+14;0;0;0;0;0;3.21907E+14;0;0;0;3.37754E+14;0;1.57817E+14;2.62793E+13;1.47815E+14;0;5.23183E+14;0;0;0;1.38148E+14;1.08009E+14;7.63044E+14;0;0;1.15524E+14;2.82244E+14;4.0524E+14;0;2.30512E+13;8.03534E+14;0;2.59831E+13;Ndlebe
187;NdQa10;NdQa10;9/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-44;44;8657;1;10;Qaphela;f;Ithala;ff;So_It;Ndl_Qaph;0;8.22001E+14;0;2.61062E+14;4.67657E+14;0;6.66761E+14;0;0;0;0;1.39063E+14;0;7.25035E+14;0;3.39179E+14;0;2.9432E+14;3.43757E+14;1.25872E+14;0;8.37093E+14;0;0;1.81322E+14;2.62448E+14;2.58268E+14;5.79447E+14;0;0;1.34787E+14;5.35614E+14;3.85947E+14;0;0;6.03008E+14;0;2.4539E+14;Ndlebe
188;NdQa11;NdQa11;10/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-45;45;8971;2;11;Qaphela;f;Ithala;ff;So_It;Ndl_Qaph;0;8.70037E+14;0;3.6E+13;1.0178E+14;0;0;0;4.34133E+14;0;0;1.00462E+14;0;6.8574E+14;0;4.27892E+14;0;1.73862E+14;2.54266E+14;1.51601E+14;7.5278E+14;7.13708E+14;0;8.63033E+14;0;1.47064E+13;0;2.0958E+14;0;0;1.61134E+14;4.30089E+14;5.25932E+14;0;0;9.8704E+14;0;2.71936E+14;Ndlebe
189;NdQa12;NdQa12;11/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-46;46;9442;3;12;Qaphela;f;Ithala;ff;So_It;Ndl_Qaph;0;1.56301E+14;0;1.6928E+14;1.38415E+14;0;1.38551E+14;0;0;0;0;1.29438E+14;0;0;0;5.55374E+14;0;2.72391E+14;4.84298E+14;2.3796E+14;0;1.23766E+14;2.32945E+13;0;0;2.2381E+14;1.62602E+14;9.5795E+14;0;0;1.76177E+14;7.19975E+14;7.70028E+14;0;0;0;3.96116E+14;2.54605E+14;Ndlebe
190;NdSo13;NdSo13;12/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-47;47;10041;1;13;Somiso;m;Ithala;fm;So_It;Ndl_Somi;0;1.23262E+14;0;5.39475E+13;6.64051E+14;5.84959E+14;1.0697E+14;0;4.19904E+13;0;0;5.23678E+14;0;1.40498E+14;0;3.94825E+14;0;2.25807E+14;3.77257E+14;1.49272E+14;0;1.08189E+14;0;0;3.29941E+14;1.90788E+14;0;1.0876E+14;0;0;1.43026E+14;5.95602E+14;5.2888E+14;0;0;0;2.58076E+14;2.63268E+14;Ndlebe
191;NdSo14;NdSo14;13/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-48;48;8801;2;14;Somiso;m;Ithala;fm;So_It;Ndl_Somi;0;6.02076E+14;0;3.66594E+14;3.01237E+13;0;0;0;3.64818E+14;0;0;2.69973E+14;0;0;5.88439E+14;2.00947E+14;0;6.50633E+14;1.22589E+14;0;0;8.31991E+14;0;0;1.82525E+14;0;0;8.55939E+14;0;0;1.72976E+14;5.49818E+13;4.44242E+14;0;0;0;0;2.51639E+14;Ndlebe
192;NdSo15;NdSo15;14/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-49;49;8162;3;15;Somiso;m;Ithala;fm;So_It;Ndl_Somi;0;1.21141E+14;0;4.57762E+14;9.12378E+14;5.79879E+14;1.3531E+14;0;0;0;0;2.97802E+14;0;2.01036E+14;0;9.36726E+12;0;2.23895E+14;3.03542E+14;2.11998E+14;0;1.42455E+14;0;0;2.44901E+14;2.22226E+14;1.58698E+14;8.52391E+14;3.27497E+12;0;1.90985E+14;7.35865E+13;8.19285E+14;0;0;0;3.60278E+13;2.74956E+14;Ndlebe
193;NdTh1;NdTh1;31/7/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-35;35;9313;1;1;TheRock;m;Thanda;fm;So_Th;Ndl_TheR;0;0;0;1.50791E+14;1.9813E+14;0;0;0;0;1.8872E+14;0;2.09508E+14;0;0;0;1.75811E+14;0;2.80426E+12;3.33298E+14;1.1832E+14;4.50059E+14;3.51729E+14;0;0;0;2.64949E+14;2.34213E+14;5.19188E+14;0;0;8.59285E+14;2.29528E+14;2.68357E+14;0;0;5.57584E+14;1.83746E+14;2.2615E+14;Ndlebe
194;NdTh2;NdTh2;1/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-36;36;9152;2;2;TheRock;m;Thanda;fm;So_Th;Ndl_TheR;0;5.6966E+14;0;1.96566E+14;4.98795E+14;0;0;0;1.92256E+14;1.8706E+14;0;4.86261E+14;0;5.24487E+14;0;2.72079E+14;0;6.33264E+13;1.27825E+14;0;0;3.18422E+14;0;0;0;0;0;4.88457E+14;0;0;9.92682E+14;1.96084E+14;2.33359E+14;0;0;9.92498E+14;0;2.58628E+14;Ndlebe
195;NdTh3;NdTh3;2/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-37;37;8694;3;3;TheRock;m;Thanda;fm;So_Th;Ndl_TheR;0;0;0;0;8.68804E+14;0;0;0;1.1964E+14;0;0;1.24455E+14;0;0;0;5.89984E+14;0;1.47687E+14;1.59435E+14;8.27777E+14;0;1.774E+14;3.71619E+14;0;0;1.13759E+14;0;3.53949E+14;0;0;3.08366E+14;9.06693E+14;1.60397E+14;0;0;3.20626E+14;0;1.83859E+14;Ndlebe
207;NsBi16;NsBi16;15/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-52;52;6216;1;16;Billie;f;Thanda;mf;It_Th;Nse_Bill;0;2.67359E+14;0;5.58702E+14;3.00384E+13;5.25451E+14;0;0;0;0;0;7.50932E+13;0;2.73352E+14;0;2.46631E+14;0;5.07613E+14;5.20338E+14;4.35888E+14;0;1.27117E+14;1.2514E+14;0;1.20793E+14;4.60705E+14;2.89865E+14;1.94569E+14;0;0;3.22551E+14;9.40632E+14;8.96102E+14;4.23681E+14;0;9.93745E+14;0;2.81739E+14;Nsele
208;NsBi17;NsBi17;16/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-53;53;7446;2;17;Billie;f;Thanda;mf;It_Th;Nse_Bill;0;5.00277E+14;2.36865E+14;8.16523E+14;4.10909E+14;5.4755E+14;2.57813E+14;0;0;0;0;1.83645E+14;0;5.01979E+14;2.05402E+14;3.65231E+14;0;8.38639E+14;1.23533E+13;1.24718E+14;0;3.52752E+14;0;0;1.71382E+14;7.45201E+14;5.3002E+14;6.01138E+14;0;0;3.86838E+14;1.65052E+14;3.29343E+14;5.5941E+14;5.74348E+14;3.70268E+13;1.01659E+14;2.96928E+14;Nsele
209;NsBi18;NsBi18;17/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-54;54;7688;3;18;Billie;f;Thanda;mf;It_Th;Nse_Bill;0;3.39145E+14;0;6.06883E+14;3.55392E+14;5.1384E+14;0;0;0;0;0;0;0;3.12078E+14;0;2.802E+14;0;3.87538E+14;7.8821E+14;9.12146E+14;0;3.09662E+14;0;0;9.28076E+14;0;3.36716E+14;3.53656E+13;0;0;3.03454E+14;1.83977E+14;2.32605E+14;5.58773E+14;8.06041E+14;1.24342E+14;6.98532E+14;2.82102E+14;Nsele
210;NsFa10;NsFa10;9/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-46;46;7892;1;10;FatAmy;f;Manyoni;mf;It_Ma;Nse_FatA;0;2.30527E+14;0;5.99001E+14;3.63096E+13;4.54063E+13;4.90739E+14;6.17798E+13;0;0;0;2.63033E+14;0;0;2.7473E+14;3.20551E+14;0;6.12775E+14;6.54491E+14;0;0;1.18937E+14;0;0;1.91299E+14;6.2892E+14;1.28097E+14;2.23598E+13;0;6.17328E+14;1.80012E+14;1.55954E+14;7.9064E+14;4.1771E+14;0;2.66816E+14;0;2.7711E+14;Nsele
211;NsFa11;NsFa11;10/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-47;47;8963;2;11;FatAmy;f;Manyoni;mf;It_Ma;Nse_FatA;5.1056E+14;8.27015E+14;0;1.59513E+14;1.6224E+14;1.60137E+14;4.02668E+13;5.09091E+14;1.70501E+14;0;0;3.91925E+14;0;0;0;9.68181E+14;0;1.20994E+13;2.32817E+14;3.8872E+14;1.79002E+14;1.07907E+14;0;1.84004E+13;4.52653E+14;0;0;8.33701E+14;0;0;1.32971E+14;6.4853E+14;7.72112E+14;1.62645E+14;0;1.22489E+14;0;2.7945E+14;Nsele
212;NsFa12;NsFa12;11/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-48;48;9064;3;12;FatAmy;f;Manyoni;mf;It_Ma;Nse_FatA;6.87169E+14;2.48532E+14;7.29087E+14;7.23406E+14;4.10495E+14;5.31965E+14;4.69489E+14;7.3869E+14;0;0;0;6.62365E+14;5.62779E+14;0;2.53321E+14;2.91758E+14;0;3.99673E+14;6.45126E+14;4.41447E+14;0;2.10935E+14;0;0;7.18222E+14;4.0694E+13;4.02205E+13;2.61727E+14;0;0;1.81801E+14;1.30665E+14;1.19412E+14;1.14002E+14;0;2.10193E+14;5.76214E+14;2.89711E+14;Nsele
213;NsMs13;NsMs13;12/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-49;49;9006;1;13;Mshanelo;m;Ithala;mm;It_It;Nse_Msha;5.59331E+14;2.7698E+14;4772547015;3.99189E+14;2.6432E+14;3.51711E+14;6.1793E+14;9.073E+14;1.20394E+14;0;0;1.50634E+14;8.80109E+14;2.37509E+13;0;1.45278E+14;0;5.533E+14;6.77252E+14;0;0;9.13236E+14;0;0;9.55968E+12;5.82197E+14;0;2.82843E+14;0;0;1.86443E+14;9.05734E+14;5.34671E+14;2.80276E+14;0;0;5.24772E+14;2.85281E+14;Nsele
214;NsMs14;NsMs14;13/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-50;50;9499;2;14;Mshanelo;m;Ithala;mm;It_It;Nse_Msha;0;1.06551E+14;0;5.09345E+13;2.08117E+14;4.8982E+14;0;0;0;0;0;1.33832E+14;0;1.24216E+13;1.11071E+14;1.49417E+14;0;2.90462E+14;4.21722E+14;0;0;7.21199E+14;1.22575E+14;0;8.03934E+14;2.90888E+14;9.4569E+13;4.29406E+14;0;0;1.38731E+14;6.9002E+14;6.03421E+14;4.58301E+14;3.79146E+14;1.22015E+14;0;2.72172E+14;Nsele
215;NsMs15;NsMs15;14/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-51;51;6239;3;15;Mshanelo;m;Ithala;mm;It_It;Nse_Msha;0;1.30256E+14;0;4.50943E+14;3.63356E+14;2.90277E+14;1.57122E+14;0;0;0;0;1.61884E+14;0;1.1149E+14;6.80866E+14;3.0377E+14;0;2.16405E+14;2.78715E+14;2.96557E+14;0;1.74003E+14;0;0;1.0874E+14;2.14627E+14;2.65782E+14;3.46169E+13;0;0;2.38819E+14;1.11308E+13;8.98538E+14;2.14538E+14;2.67251E+14;2.42434E+14;0;2.87128E+14;Nsele
